cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento
P1779,Calça Feminina,424.91,272.19,152.72,NF892043,hoyvvk@email.com,2025-01-03,2025-01-05,RJ,36,Loja,Pix
P1780,Calça Feminina,453.41,281.01,172.4,NF133447,vcadmn@email.com,2025-10-09,2025-10-14,RJ,P,Online,Boleto
P1781,Tênis Feminino,258.42,208.96,49.46,NF920436,dltqqd@email.com,2025-04-06,2025-04-08,PB,P,Loja,Cartão
P1782,Calça Masculina,423.85,212.21,211.64,NF265653,mzojzy@email.com,2025-04-23,2025-04-25,SP,41,Online,Pix
P1783,Calça Masculina,459.66,247.57,212.09,NF564191,cxrhdr@email.com,2025-12-19,2025-12-22,PB,41,Online,Cartão
P1784,Tênis Feminino,191.29,101.02,90.27,NF407985,pdnywt@email.com,2025-10-27,2025-10-30,PB,42,Online,Pix
P1785,Tênis Feminino,110.35,88.65,21.7,NF293344,rpidgq@email.com,2025-09-04,2025-09-05,RJ,P,Loja,Boleto
P1786,Calça Feminina,373.36,256.85,116.51,NF505290,pxjmbz@email.com,2025-07-22,2025-07-27,RS,38,Online,Pix
P1787,Tênis Feminino,367.51,292.29,75.22,NF998371,fasugr@email.com,2025-03-01,2025-03-04,PR,P,Online,Pix
P1788,Camiseta Feminina,368.38,282.95,85.43,NF582063,ofcnhv@email.com,2025-08-27,2025-08-31,RJ,M,Loja,Dinheiro
P1789,Tênis Feminino,467.64,272.7,194.94,NF537303,rtbkju@email.com,2026-01-16,2026-01-17,MG,42,Loja,Dinheiro
P1790,Calça Feminina,523.21,276.61,246.6,NF961816,fnzkoq@email.com,2025-04-12,2025-04-14,SC,36,Online,Cartão
P1791,Camiseta Feminina,84.27,51.91,32.36,NF551059,vunmza@email.com,2025-01-01,2025-01-04,SC,M,Online,Dinheiro
P1792,Tênis Masculino,374.11,194.05,180.06,NF825119,xrkfql@email.com,2025-08-22,2025-08-26,SC,G,Loja,Dinheiro
P1793,Camiseta Feminina,342.44,209.34,133.1,NF648005,hkdrtr@email.com,2025-08-30,2025-08-30,CE,M,Loja,Boleto
P1794,Camiseta Feminina,361.91,209.13,152.78,NF837299,fitznv@email.com,2025-08-17,2025-08-17,MG,36,Online,Cartão
P1795,Tênis Feminino,268.44,222.31,46.13,NF367342,oilqxi@email.com,2025-08-02,2025-08-03,SP,G,Online,Dinheiro
P1796,Camiseta Feminina,97.72,75.99,21.73,NF233260,wujsze@email.com,2025-03-03,2025-03-04,PE,41,Online,Cartão
P1797,Tênis Masculino,460.69,290.69,170.0,NF702498,ntfiti@email.com,2025-12-30,2025-12-30,RJ,41,Online,Boleto
P1798,Camiseta Masculina,477.75,296.59,181.16,NF439864,yudebg@email.com,2025-10-06,2025-10-09,BA,38,Online,Cartão
P1799,Camiseta Feminina,390.42,219.1,171.32,NF667540,zzamvb@email.com,2025-10-11,2025-10-14,SP,41,Loja,Cartão
P1800,Tênis Feminino,188.94,116.55,72.39,NF903178,nlfyln@email.com,2026-01-20,2026-01-22,SC,41,Online,Pix
P1801,Camiseta Masculina,504.36,262.53,241.83,NF267809,gqzynf@email.com,2025-12-27,2025-12-29,PB,42,Loja,Dinheiro
P1802,Tênis Masculino,325.52,205.4,120.12,NF204480,xlclxx@email.com,2025-09-20,2025-09-25,MG,39,Loja,Dinheiro
P1803,Calça Masculina,366.0,260.96,105.04,NF340168,cjdpwl@email.com,2026-01-23,2026-01-27,SP,P,Online,Boleto
P1804,Calça Masculina,404.62,296.95,107.67,NF840492,anhiqr@email.com,2025-10-28,2025-10-28,SP,38,Loja,Boleto
P1805,Calça Feminina,335.14,232.21,102.93,NF896135,vhveux@email.com,2026-02-16,2026-02-18,SP,42,Loja,Cartão
P1806,Camiseta Feminina,321.88,168.69,153.19,NF539507,wectlq@email.com,2025-01-25,2025-01-28,PR,37,Loja,Pix
P1807,Calça Feminina,315.93,219.89,96.04,NF421871,uwqsjo@email.com,2026-04-06,2026-04-08,BA,40,Online,Cartão
P1808,Calça Masculina,167.21,139.04,28.17,NF905588,foohdc@email.com,2025-07-31,2025-08-05,PB,41,Loja,Pix
P1809,Calça Feminina,398.61,245.48,153.13,NF160057,afbxnt@email.com,2026-02-26,2026-02-27,PE,42,Online,Boleto
P1810,Tênis Masculino,234.87,122.61,112.26,NF208962,otnghx@email.com,2025-01-22,2025-01-23,RJ,37,Loja,Pix
P1811,Tênis Masculino,374.02,291.26,82.76,NF601202,wfplpo@email.com,2025-01-10,2025-01-10,SP,42,Online,Boleto
P1812,Calça Masculina,398.2,279.06,119.14,NF556306,aqvpcy@email.com,2025-05-21,2025-05-26,PR,P,Online,Cartão
P1813,Camiseta Feminina,326.22,217.5,108.72,NF750787,pniulr@email.com,2025-10-19,2025-10-21,MG,38,Loja,Dinheiro
P1814,Camiseta Masculina,429.85,270.53,159.32,NF441029,rvqjxc@email.com,2025-09-21,2025-09-23,SP,M,Loja,Pix
P1815,Camiseta Masculina,157.21,108.85,48.36,NF426923,czgnif@email.com,2026-03-28,2026-03-30,MG,41,Loja,Pix
P1816,Tênis Masculino,557.3,281.29,276.01,NF718611,lyljrd@email.com,2025-04-23,2025-04-25,BA,38,Online,Cartão
P1817,Tênis Feminino,129.3,64.77,64.53,NF391125,ibswed@email.com,2025-04-28,2025-05-01,SC,38,Online,Cartão
P1818,Calça Masculina,209.63,124.97,84.66,NF738594,ajdelg@email.com,2025-08-16,2025-08-16,BA,P,Loja,Pix
P1819,Calça Masculina,341.54,193.21,148.33,NF631318,zpwrlx@email.com,2025-01-31,2025-02-05,SP,42,Online,Pix
P1820,Camiseta Masculina,557.38,299.92,257.46,NF901093,szofip@email.com,2025-04-28,2025-05-02,MG,40,Online,Boleto
P1821,Camiseta Feminina,142.36,99.77,42.59,NF202684,vwavck@email.com,2025-06-14,2025-06-19,BA,36,Online,Dinheiro
P1822,Tênis Feminino,332.27,264.28,67.99,NF645807,jdiycb@email.com,2026-04-21,2026-04-25,CE,39,Loja,Cartão
P1823,Calça Feminina,342.02,271.82,70.2,NF259831,vyewmb@email.com,2026-02-19,2026-02-20,RJ,39,Online,Pix
P1824,Camiseta Masculina,348.15,271.71,76.44,NF340951,wjiofj@email.com,2025-10-09,2025-10-13,RJ,42,Online,Dinheiro
P1825,Camiseta Masculina,200.41,115.99,84.42,NF540395,hfzhhy@email.com,2025-09-12,2025-09-16,PE,41,Online,Cartão
P1826,Tênis Masculino,147.73,110.04,37.69,NF345667,grhhoi@email.com,2025-10-02,2025-10-05,RJ,M,Online,Boleto
P1827,Tênis Feminino,133.25,71.69,61.56,NF273741,rbhfvl@email.com,2025-10-23,2025-10-24,SC,P,Online,Boleto
P1828,Tênis Feminino,126.26,75.13,51.13,NF784533,vjqcbk@email.com,2025-01-22,2025-01-25,MG,36,Loja,Dinheiro
P1829,Tênis Feminino,154.75,81.28,73.47,NF784889,jsdkre@email.com,2025-11-11,2025-11-14,PE,M,Online,Boleto
P1830,Tênis Feminino,99.75,57.31,42.44,NF637965,ctdhia@email.com,2025-09-26,2025-09-26,BA,P,Loja,Boleto
P1831,Tênis Masculino,433.6,294.47,139.13,NF456910,fqhlii@email.com,2025-06-26,2025-06-29,RJ,G,Online,Cartão
P1832,Tênis Masculino,258.09,162.3,95.79,NF403135,zhzjra@email.com,2025-09-24,2025-09-25,PR,38,Online,Pix
P1833,Camiseta Masculina,134.42,77.64,56.78,NF745530,vxzpwn@email.com,2025-10-24,2025-10-29,MG,38,Online,Cartão
P1834,Camiseta Feminina,370.62,217.18,153.44,NF981386,ctooxf@email.com,2025-06-10,2025-06-15,MG,40,Loja,Dinheiro
P1835,Tênis Masculino,150.31,109.87,40.44,NF936381,ypoqpd@email.com,2026-01-01,2026-01-05,RS,P,Loja,Boleto
P1836,Tênis Feminino,177.3,118.88,58.42,NF968960,otoxmb@email.com,2025-06-16,2025-06-18,CE,P,Online,Pix
P1837,Calça Feminina,431.09,258.23,172.86,NF806815,iskrww@email.com,2025-03-25,2025-03-27,BA,36,Online,Boleto
P1838,Camiseta Masculina,88.23,58.22,30.01,NF368806,vmmtqq@email.com,2025-07-25,2025-07-27,RJ,38,Loja,Pix
P1839,Calça Feminina,88.7,56.24,32.46,NF172279,tsnfyy@email.com,2025-04-18,2025-04-22,BA,G,Loja,Pix
P1840,Camiseta Masculina,442.82,271.77,171.05,NF512053,uqovra@email.com,2025-02-22,2025-02-27,RJ,M,Online,Boleto
P1841,Calça Feminina,553.24,294.6,258.64,NF976801,gilyfl@email.com,2025-01-06,2025-01-06,PR,38,Loja,Dinheiro
P1842,Calça Masculina,246.85,125.04,121.81,NF782237,srgbvy@email.com,2025-04-15,2025-04-16,RS,42,Online,Boleto
P1843,Tênis Masculino,161.78,106.98,54.8,NF391638,xiblsb@email.com,2025-09-07,2025-09-07,MG,41,Loja,Pix
P1844,Camiseta Feminina,411.78,222.83,188.95,NF433305,faqeou@email.com,2025-05-11,2025-05-16,CE,M,Online,Cartão
P1845,Calça Masculina,517.6,282.91,234.69,NF883930,hffiie@email.com,2025-04-30,2025-04-30,PR,P,Online,Boleto
P1846,Camiseta Feminina,407.55,277.58,129.97,NF443200,envgpp@email.com,2026-02-21,2026-02-22,PE,M,Online,Boleto
P1847,Camiseta Feminina,341.27,221.94,119.33,NF743693,sheies@email.com,2025-10-19,2025-10-20,BA,36,Loja,Boleto
P1848,Calça Feminina,244.31,142.32,101.99,NF240167,taruuy@email.com,2025-04-18,2025-04-20,RJ,42,Online,Boleto
P1849,Calça Masculina,274.08,162.0,112.08,NF974515,nhuhhy@email.com,2025-09-02,2025-09-06,SP,40,Online,Dinheiro
P1850,Tênis Masculino,269.15,169.38,99.77,NF641754,uxnrnl@email.com,2025-10-22,2025-10-24,RS,M,Online,Boleto
P1851,Tênis Masculino,164.24,132.39,31.85,NF125961,cftgwo@email.com,2025-09-15,2025-09-17,SC,38,Loja,Dinheiro
P1852,Tênis Feminino,146.1,101.24,44.86,NF649809,oqalqo@email.com,2025-04-02,2025-04-04,RJ,M,Loja,Boleto
P1853,Camiseta Feminina,147.49,91.34,56.15,NF262557,dijekv@email.com,2025-02-19,2025-02-23,PB,37,Loja,Boleto
P1854,Camiseta Feminina,255.97,188.02,67.95,NF731034,igcjfk@email.com,2026-01-15,2026-01-15,SP,P,Loja,Pix
P1855,Calça Masculina,328.4,214.91,113.49,NF392346,kctbam@email.com,2025-06-21,2025-06-24,SP,M,Loja,Pix
P1856,Camiseta Feminina,370.2,265.48,104.72,NF196378,sugmhh@email.com,2025-04-13,2025-04-13,PB,37,Loja,Boleto
P1857,Calça Masculina,229.76,157.74,72.02,NF551391,sttamz@email.com,2025-06-28,2025-06-29,PR,37,Loja,Cartão
P1858,Camiseta Masculina,479.13,252.22,226.91,NF525295,sokxfj@email.com,2025-09-25,2025-09-27,PB,M,Loja,Cartão
P1859,Tênis Feminino,157.17,86.24,70.93,NF117618,zlbsqx@email.com,2026-03-14,2026-03-16,BA,M,Online,Dinheiro
P1860,Camiseta Masculina,470.96,295.25,175.71,NF877080,yjpjzy@email.com,2025-11-26,2025-11-26,SC,37,Loja,Dinheiro
P1861,Calça Masculina,140.24,96.08,44.16,NF661413,aoiszq@email.com,2025-08-13,2025-08-17,PR,P,Loja,Boleto
P1862,Calça Masculina,209.11,106.08,103.03,NF484197,qepcgs@email.com,2025-12-16,2025-12-21,SP,G,Online,Boleto
P1863,Tênis Masculino,376.28,205.45,170.83,NF901903,nfbgqq@email.com,2025-07-06,2025-07-07,BA,39,Online,Cartão
P1864,Camiseta Masculina,162.16,114.44,47.72,NF832043,bpjhke@email.com,2025-06-06,2025-06-09,RS,36,Loja,Dinheiro
P1865,Camiseta Masculina,129.99,105.86,24.13,NF327010,oxehyp@email.com,2025-04-02,2025-04-03,PB,G,Online,Dinheiro
P1866,Tênis Feminino,269.64,164.29,105.35,NF478251,guotsw@email.com,2025-03-10,2025-03-10,PB,41,Online,Cartão
P1867,Tênis Masculino,298.61,158.41,140.2,NF666765,yaihav@email.com,2025-03-20,2025-03-23,RS,42,Online,Pix
P1868,Tênis Masculino,221.56,112.59,108.97,NF306998,uvyvhf@email.com,2025-07-02,2025-07-07,BA,42,Loja,Cartão
P1869,Calça Masculina,303.95,174.74,129.21,NF475288,kavswd@email.com,2025-07-24,2025-07-26,SC,P,Online,Boleto
P1870,Calça Feminina,263.95,160.86,103.09,NF200080,zniixy@email.com,2025-02-27,2025-03-02,SC,P,Online,Dinheiro
P1871,Calça Masculina,434.76,274.71,160.05,NF416848,dtjanw@email.com,2025-02-09,2025-02-09,SC,42,Loja,Boleto
P1872,Camiseta Feminina,75.26,56.89,18.37,NF548363,iuchii@email.com,2025-10-12,2025-10-15,PB,G,Online,Boleto
P1873,Tênis Masculino,298.22,231.52,66.7,NF308337,kpzbdx@email.com,2025-04-02,2025-04-06,RJ,42,Loja,Boleto
P1874,Camiseta Masculina,263.3,132.19,131.11,NF626821,wygdjs@email.com,2026-02-19,2026-02-23,PB,38,Loja,Cartão
P1875,Calça Masculina,436.51,271.24,165.27,NF912202,lekise@email.com,2025-07-23,2025-07-23,SC,41,Loja,Pix
P1876,Camiseta Feminina,353.02,254.1,98.92,NF788484,ctjovz@email.com,2025-03-06,2025-03-06,SP,39,Online,Boleto
P1877,Camiseta Feminina,461.98,246.1,215.88,NF878377,kqdvxu@email.com,2025-08-01,2025-08-03,PR,40,Loja,Dinheiro
P1878,Camiseta Masculina,161.65,103.53,58.12,NF221040,irixrl@email.com,2025-11-08,2025-11-13,RS,42,Loja,Boleto
P1879,Camiseta Feminina,133.3,70.52,62.78,NF756285,mljidm@email.com,2026-04-07,2026-04-09,RJ,38,Loja,Boleto
P1880,Calça Masculina,216.52,167.6,48.92,NF492111,rdwgzo@email.com,2025-05-07,2025-05-08,MG,M,Loja,Cartão
P1881,Calça Feminina,321.81,228.09,93.72,NF764638,jubwlz@email.com,2025-10-12,2025-10-14,PR,M,Online,Pix
P1882,Calça Masculina,558.95,295.07,263.88,NF978778,obwvia@email.com,2025-09-24,2025-09-29,PR,39,Loja,Cartão
P1883,Tênis Feminino,141.6,95.28,46.32,NF291408,aspptb@email.com,2025-01-09,2025-01-12,CE,P,Online,Pix
P1884,Calça Feminina,294.14,197.23,96.91,NF437161,ctwdco@email.com,2025-10-04,2025-10-06,RS,M,Online,Pix
P1885,Camiseta Feminina,231.36,173.5,57.86,NF323977,uhgevo@email.com,2026-03-18,2026-03-20,RS,38,Loja,Dinheiro
P1886,Tênis Masculino,312.99,206.58,106.41,NF311244,bzsjuy@email.com,2025-08-31,2025-09-05,SC,41,Loja,Cartão
P1887,Camiseta Feminina,85.58,50.02,35.56,NF428986,rxwguh@email.com,2025-02-06,2025-02-11,PB,41,Online,Pix
P1888,Camiseta Feminina,284.49,158.78,125.71,NF661990,lezsui@email.com,2026-03-03,2026-03-03,RS,42,Online,Boleto
P1889,Camiseta Masculina,200.56,162.98,37.58,NF532244,bqhebz@email.com,2025-05-29,2025-05-29,PB,39,Loja,Pix
P1890,Camiseta Masculina,209.18,119.2,89.98,NF573763,utvtau@email.com,2025-01-24,2025-01-28,BA,M,Online,Dinheiro
P1891,Tênis Feminino,246.45,155.9,90.55,NF170436,cqrbqe@email.com,2025-03-30,2025-04-03,SC,42,Online,Cartão
P1892,Calça Masculina,573.14,295.09,278.05,NF567465,usjlut@email.com,2025-08-24,2025-08-25,MG,42,Loja,Dinheiro
P1893,Tênis Masculino,126.92,82.55,44.37,NF379215,kadkzc@email.com,2026-01-17,2026-01-19,RJ,39,Online,Boleto
P1894,Calça Masculina,251.35,129.82,121.53,NF771078,jeocqk@email.com,2025-12-18,2025-12-18,RJ,40,Loja,Pix
P1895,Calça Masculina,459.53,255.87,203.66,NF887442,bbvemo@email.com,2025-03-12,2025-03-14,SC,37,Online,Cartão
P1896,Tênis Feminino,260.79,153.35,107.44,NF963451,tzoqfd@email.com,2025-06-01,2025-06-01,PR,37,Online,Boleto
P1897,Tênis Feminino,261.91,210.98,50.93,NF731669,wszmgf@email.com,2026-01-19,2026-01-22,SP,P,Online,Dinheiro
P1898,Calça Masculina,244.81,163.67,81.14,NF524364,flsdku@email.com,2025-05-16,2025-05-17,SP,37,Loja,Dinheiro
P1899,Camiseta Masculina,384.89,199.44,185.45,NF404158,uwlbpm@email.com,2026-01-01,2026-01-06,RJ,37,Loja,Cartão
P1900,Tênis Masculino,391.64,299.64,92.0,NF113648,qcndzv@email.com,2025-08-31,2025-08-31,RJ,40,Loja,Dinheiro
P1901,Camiseta Feminina,125.62,96.04,29.58,NF811787,ehcapp@email.com,2025-05-12,2025-05-16,RJ,39,Online,Boleto
P1902,Camiseta Feminina,340.6,262.13,78.47,NF881101,hauure@email.com,2025-06-26,2025-06-28,RJ,37,Online,Pix
P1903,Calça Masculina,293.4,154.0,139.4,NF771426,rvgkhx@email.com,2025-04-22,2025-04-27,SP,37,Online,Pix
P1904,Calça Masculina,420.78,249.71,171.07,NF210557,itxyor@email.com,2026-04-09,2026-04-13,PE,37,Loja,Pix
P1905,Tênis Masculino,321.82,228.83,92.99,NF877493,oecgfn@email.com,2025-05-21,2025-05-22,PE,36,Online,Dinheiro
P1906,Tênis Feminino,68.87,56.88,11.99,NF159768,heyeay@email.com,2025-12-24,2025-12-27,SP,38,Online,Boleto
P1907,Tênis Feminino,93.18,54.92,38.26,NF403092,hlsaeu@email.com,2025-11-13,2025-11-13,RS,36,Loja,Cartão
P1908,Tênis Masculino,150.83,102.63,48.2,NF295734,ujznmi@email.com,2025-06-09,2025-06-12,CE,40,Loja,Cartão
P1909,Calça Feminina,78.77,52.9,25.87,NF213069,notayf@email.com,2026-01-25,2026-01-25,RS,42,Online,Boleto
P1910,Calça Masculina,519.39,265.5,253.89,NF151149,gbqmye@email.com,2026-02-11,2026-02-13,PE,42,Loja,Dinheiro
P1911,Tênis Feminino,162.11,90.76,71.35,NF740402,sxhaat@email.com,2026-03-13,2026-03-13,PE,40,Online,Pix
P1912,Camiseta Masculina,440.7,298.63,142.07,NF603053,cyqgtc@email.com,2025-05-02,2025-05-06,PE,42,Online,Boleto
P1913,Calça Masculina,154.99,109.94,45.05,NF617891,penqvp@email.com,2025-12-02,2025-12-07,MG,42,Loja,Pix
P1914,Camiseta Masculina,177.1,100.38,76.72,NF492473,nrckok@email.com,2025-03-05,2025-03-07,RJ,39,Loja,Dinheiro
P1915,Camiseta Masculina,211.05,156.85,54.2,NF341897,rfsorv@email.com,2026-01-31,2026-02-04,PB,37,Online,Pix
P1916,Camiseta Masculina,182.99,108.7,74.29,NF253601,abcaeo@email.com,2026-03-14,2026-03-15,SC,36,Online,Dinheiro
P1917,Calça Feminina,245.87,185.71,60.16,NF169201,mywdxw@email.com,2026-02-04,2026-02-08,MG,38,Loja,Boleto
P1918,Camiseta Masculina,435.97,237.1,198.87,NF581701,bpsuqu@email.com,2025-03-29,2025-04-01,PR,39,Loja,Pix
P1919,Camiseta Feminina,116.22,71.99,44.23,NF997839,txlyjr@email.com,2025-08-25,2025-08-25,PR,36,Loja,Pix
P1920,Camiseta Masculina,434.13,295.04,139.09,NF712009,jjhpwa@email.com,2025-05-20,2025-05-23,PE,P,Loja,Boleto
P1921,Calça Feminina,456.11,275.62,180.49,NF856944,ebnvkm@email.com,2025-09-12,2025-09-14,PB,40,Online,Boleto
P1922,Calça Feminina,556.59,280.95,275.64,NF780682,eivkii@email.com,2026-03-25,2026-03-25,CE,36,Loja,Pix
P1923,Tênis Feminino,376.5,269.93,106.57,NF635445,qiqqeo@email.com,2025-09-10,2025-09-14,PE,37,Loja,Dinheiro
P1924,Calça Feminina,196.46,159.79,36.67,NF139264,aceslq@email.com,2025-11-26,2025-11-28,PR,42,Loja,Dinheiro
P1925,Tênis Masculino,561.84,284.69,277.15,NF215292,gglvtd@email.com,2025-03-20,2025-03-23,SC,P,Loja,Pix
P1926,Camiseta Feminina,369.65,221.85,147.8,NF328912,rgsaib@email.com,2025-03-04,2025-03-04,PR,38,Online,Pix
P1927,Tênis Feminino,366.03,214.4,151.63,NF713027,jfympz@email.com,2025-11-03,2025-11-04,RJ,37,Online,Pix
P1928,Calça Feminina,77.4,55.52,21.88,NF574883,iyomoe@email.com,2025-07-13,2025-07-15,MG,M,Online,Dinheiro
P1929,Tênis Feminino,161.03,111.68,49.35,NF662616,cfhhte@email.com,2025-07-01,2025-07-02,PR,G,Loja,Pix
P1930,Tênis Feminino,272.02,146.13,125.89,NF645504,vzbdcj@email.com,2025-11-10,2025-11-10,SP,42,Loja,Cartão
P1931,Camiseta Feminina,102.79,82.94,19.85,NF600380,qojnex@email.com,2026-01-14,2026-01-16,MG,G,Loja,Dinheiro
P1932,Calça Feminina,304.93,160.47,144.46,NF153355,olcxbb@email.com,2025-11-12,2025-11-12,PE,41,Online,Boleto
P1933,Camiseta Feminina,258.38,182.88,75.5,NF677346,znkons@email.com,2025-02-25,2025-03-02,SC,42,Online,Dinheiro
P1934,Tênis Masculino,85.52,61.61,23.91,NF454747,rxrwbi@email.com,2026-04-07,2026-04-11,PE,40,Loja,Boleto
P1935,Calça Masculina,379.35,215.6,163.75,NF972906,kyqfyk@email.com,2025-07-09,2025-07-11,RJ,40,Online,Dinheiro
P1936,Calça Masculina,100.33,56.74,43.59,NF571681,fodegt@email.com,2025-01-06,2025-01-09,PE,41,Loja,Pix
P1937,Tênis Masculino,79.36,62.2,17.16,NF455438,ihzrpz@email.com,2025-12-28,2025-12-31,RJ,37,Loja,Cartão
P1938,Tênis Feminino,496.55,295.5,201.05,NF610569,lhghoo@email.com,2025-05-14,2025-05-14,RJ,39,Loja,Pix
P1939,Calça Masculina,301.23,186.65,114.58,NF272086,dgiwqx@email.com,2025-01-30,2025-02-04,RJ,M,Loja,Dinheiro
P1940,Tênis Feminino,382.49,208.56,173.93,NF219426,pfqrjn@email.com,2025-02-07,2025-02-09,SP,G,Loja,Dinheiro
P1941,Camiseta Feminina,362.45,203.63,158.82,NF211039,tzsqjd@email.com,2026-03-19,2026-03-19,PR,36,Online,Cartão
P1942,Camiseta Feminina,165.23,103.29,61.94,NF178460,vdrlwt@email.com,2025-01-09,2025-01-11,PR,P,Online,Cartão
P1943,Tênis Feminino,243.54,164.41,79.13,NF986966,wzbahi@email.com,2025-01-17,2025-01-19,PB,39,Online,Pix
P1944,Camiseta Masculina,140.63,94.9,45.73,NF394847,vqzpim@email.com,2025-07-25,2025-07-28,BA,40,Online,Boleto
P1945,Camiseta Masculina,375.41,226.63,148.78,NF537162,rhupvh@email.com,2025-04-25,2025-04-28,RJ,39,Loja,Dinheiro
P1946,Calça Masculina,202.01,110.28,91.73,NF419959,gzbphb@email.com,2025-12-02,2025-12-06,MG,38,Loja,Boleto
P1947,Tênis Feminino,78.9,63.38,15.52,NF518890,hwvhvd@email.com,2025-09-19,2025-09-23,CE,42,Loja,Pix
P1948,Calça Feminina,555.91,299.92,255.99,NF164885,hhohmc@email.com,2025-03-08,2025-03-13,PB,42,Online,Boleto
P1949,Calça Masculina,208.7,130.2,78.5,NF390849,qbohuw@email.com,2025-07-25,2025-07-26,SC,P,Online,Boleto
P1950,Calça Masculina,134.98,72.0,62.98,NF623992,jhffzw@email.com,2025-08-03,2025-08-04,MG,40,Loja,Dinheiro
P1951,Calça Feminina,251.24,130.33,120.91,NF917652,edhiza@email.com,2025-07-20,2025-07-23,PR,37,Online,Dinheiro
P1952,Tênis Feminino,216.38,124.7,91.68,NF380592,ilnphx@email.com,2025-05-31,2025-05-31,CE,G,Online,Pix
P1953,Camiseta Feminina,89.55,64.74,24.81,NF346051,zdlhvr@email.com,2026-03-01,2026-03-01,RJ,42,Loja,Dinheiro
P1954,Calça Masculina,146.07,105.06,41.01,NF606833,fysrjh@email.com,2025-08-13,2025-08-17,BA,42,Loja,Boleto
P1955,Camiseta Masculina,69.53,50.19,19.34,NF902869,gxhicu@email.com,2025-01-04,2025-01-08,CE,38,Online,Pix
P1956,Calça Feminina,268.55,181.63,86.92,NF299180,lhgaer@email.com,2026-03-19,2026-03-23,RJ,41,Loja,Dinheiro
P1957,Calça Feminina,111.95,74.86,37.09,NF346621,nsxtov@email.com,2025-05-02,2025-05-02,SC,G,Online,Boleto
P1958,Calça Feminina,298.15,235.67,62.48,NF227526,kchusg@email.com,2025-01-20,2025-01-21,PR,P,Loja,Cartão
P1959,Tênis Feminino,471.12,238.89,232.23,NF306058,ofrhcp@email.com,2026-02-14,2026-02-15,PB,P,Loja,Pix
P1960,Camiseta Feminina,175.48,133.68,41.8,NF812353,eikzoq@email.com,2025-07-30,2025-08-04,BA,42,Loja,Boleto
P1961,Calça Masculina,204.09,142.65,61.44,NF969298,dpccpz@email.com,2025-08-14,2025-08-18,RJ,41,Loja,Boleto
P1962,Calça Feminina,185.68,130.56,55.12,NF628301,wkstdm@email.com,2026-04-26,2026-05-01,PE,M,Online,Cartão
P1963,Camiseta Masculina,158.15,87.13,71.02,NF239187,biibbd@email.com,2025-06-06,2025-06-11,RJ,42,Loja,Pix
P1964,Tênis Masculino,317.01,196.99,120.02,NF274993,uqkipa@email.com,2026-03-21,2026-03-22,PE,G,Online,Cartão
P1965,Camiseta Masculina,106.96,56.43,50.53,NF201859,crpdmi@email.com,2025-09-23,2025-09-27,RS,M,Online,Boleto
P1966,Tênis Feminino,478.42,282.57,195.85,NF402652,mzesqt@email.com,2026-04-12,2026-04-17,SP,37,Online,Boleto
P1967,Camiseta Masculina,301.62,156.35,145.27,NF639096,vxxuzi@email.com,2025-06-07,2025-06-11,PB,39,Loja,Dinheiro
P1968,Tênis Masculino,290.72,160.63,130.09,NF262780,chnzcd@email.com,2025-07-02,2025-07-06,BA,40,Online,Pix
P1969,Tênis Masculino,440.3,276.27,164.03,NF907683,dbieuj@email.com,2025-08-05,2025-08-09,MG,38,Loja,Pix
P1970,Camiseta Masculina,238.24,119.69,118.55,NF385449,aadjyo@email.com,2025-12-04,2025-12-05,BA,40,Loja,Pix
P1971,Calça Feminina,370.94,252.22,118.72,NF860454,aevrdu@email.com,2025-04-24,2025-04-28,SP,40,Online,Pix
P1972,Camiseta Feminina,338.89,222.12,116.77,NF226116,bpsfsm@email.com,2025-08-21,2025-08-23,MG,37,Online,Boleto
P1973,Calça Feminina,90.45,72.04,18.41,NF892785,nlwalo@email.com,2026-03-28,2026-04-02,PE,G,Online,Dinheiro
P1974,Tênis Feminino,135.7,75.76,59.94,NF832519,oqiuct@email.com,2025-02-17,2025-02-21,PE,40,Loja,Dinheiro
P1975,Camiseta Feminina,105.22,68.93,36.29,NF608244,rkeikc@email.com,2026-03-26,2026-03-27,MG,39,Online,Boleto
P1976,Calça Feminina,173.72,127.55,46.17,NF223958,getdht@email.com,2025-02-26,2025-03-01,MG,36,Online,Dinheiro
P1977,Tênis Feminino,121.83,97.0,24.83,NF988140,xppjsd@email.com,2025-10-16,2025-10-16,PR,G,Loja,Boleto
P1978,Camiseta Feminina,357.0,256.54,100.46,NF450678,teqqmc@email.com,2026-02-21,2026-02-21,PB,42,Loja,Boleto
P1979,Camiseta Feminina,181.02,98.15,82.87,NF668336,eefvoi@email.com,2025-12-30,2025-12-31,BA,P,Online,Boleto
P1980,Calça Feminina,396.17,298.05,98.12,NF325663,drpdkc@email.com,2025-02-18,2025-02-18,CE,37,Online,Cartão
